"","state","gender","age","freq"
"1361","District of Columbia","Female","15.to.17",8519
"1362","Florida","Female","15.to.17",347673
"1363","Georgia","Female","15.to.17",203356
"1364","Hawaii","Female","15.to.17",24919
"1365","Idaho","Female","15.to.17",33138
"1366","Illinois","Female","15.to.17",267296
"1367","Indiana","Female","15.to.17",134347
"1368","Iowa","Female","15.to.17",61099
"1369","Kansas","Female","15.to.17",57536
"1370","Kentucky","Female","15.to.17",83234
"1371","Louisiana","Female","15.to.17",92421
"1372","Maine","Female","15.to.17",25199
"1373","Maryland","Female","15.to.17",117555
"1374","Massachusetts","Female","15.to.17",126293
"1375","Michigan","Female","15.to.17",210644
"1376","Minnesota","Female","15.to.17",106676
"1377","Mississippi","Female","15.to.17",64581
"1378","Missouri","Female","15.to.17",120300
"1379","Montana","Female","15.to.17",19047
"1380","Nebraska","Female","15.to.17",36667
"1381","Nevada","Female","15.to.17",54136
"1382","New Hampshire","Female","15.to.17",26654
"1383","New Jersey","Female","15.to.17",179786
"1384","New Mexico","Female","15.to.17",42768
"1385","New York","Female","15.to.17",384187
"1386","North Carolina","Female","15.to.17",184905
"1387","North Dakota","Female","15.to.17",12147
"1388","Ohio","Female","15.to.17",236670
"1389","Oklahoma","Female","15.to.17",73948
"1390","Oregon","Female","15.to.17",72626
"1391","Pennsylvania","Female","15.to.17",249304
"1392","Rhode Island","Female","15.to.17",20415
"1393","South Carolina","Female","15.to.17",89718
"1394","South Dakota","Female","15.to.17",16572
"1395","Tennessee","Female","15.to.17",124152
"1396","Texas","Female","15.to.17",545005
"1397","Utah","Female","15.to.17",62783
"1398","Vermont","Female","15.to.17",12113
"1399","Virginia","Female","15.to.17",154142
"1400","Washington","Female","15.to.17",132332
"1401","West Virginia","Female","15.to.17",32869
"1402","Wisconsin","Female","15.to.17",114334
"1403","Wyoming","Female","15.to.17",10586
"1404","Puerto Rico","Female","15.to.17",81986
"1405","Alabama","Female","18.and.19",68663
"1406","Alaska","Female","18.and.19",9399
"1407","Arizona","Female","18.and.19",88970
"1408","Arkansas","Female","18.and.19",41267
"1409","California","Female","18.and.19",545129
"1410","Colorado","Female","18.and.19",67178
"1411","Connecticut","Female","18.and.19",50229
"1412","Delaware","Female","18.and.19",13921
"1413","District of Columbia","Female","18.and.19",13882
"1414","Florida","Female","18.and.19",242661
"1415","Georgia","Female","18.and.19",144746
"1416","Hawaii","Female","18.and.19",15984
"1417","Idaho","Female","18.and.19",22706
"1418","Illinois","Female","18.and.19",177759
"1419","Indiana","Female","18.and.19",95876
"1420","Iowa","Female","18.and.19",45304
"1421","Kansas","Female","18.and.19",41169
"1422","Kentucky","Female","18.and.19",59215
"1423","Louisiana","Female","18.and.19",65562
"1424","Maine","Female","18.and.19",17697
"1425","Maryland","Female","18.and.19",80079
"1426","Massachusetts","Female","18.and.19",104550
"1427","Michigan","Female","18.and.19",147005
"1428","Minnesota","Female","18.and.19",73245
"1429","Mississippi","Female","18.and.19",46089
"1430","Missouri","Female","18.and.19",85160
"1431","Montana","Female","18.and.19",13112
"1432","Nebraska","Female","18.and.19",26639
"1433","Nevada","Female","18.and.19",32850
"1434","New Hampshire","Female","18.and.19",20358
"1435","New Jersey","Female","18.and.19",109184
"1436","New Mexico","Female","18.and.19",30052
"1437","New York","Female","18.and.19",278527
"1438","North Carolina","Female","18.and.19",135597
"1439","North Dakota","Female","18.and.19",10619
"1440","Ohio","Female","18.and.19",162564
"1441","Oklahoma","Female","18.and.19",53737
"1442","Oregon","Female","18.and.19",50154
"1443","Pennsylvania","Female","18.and.19",193353
"1444","Rhode Island","Female","18.and.19",19252
"1445","South Carolina","Female","18.and.19",68676
"1446","South Dakota","Female","18.and.19",12177
"1447","Tennessee","Female","18.and.19",86302
"1448","Texas","Female","18.and.19",365134
"1449","Utah","Female","18.and.19",45570
"1450","Vermont","Female","18.and.19",10285
"1451","Virginia","Female","18.and.19",115216
"1452","Washington","Female","18.and.19",90088
"1453","West Virginia","Female","18.and.19",25148
"1454","Wisconsin","Female","18.and.19",80357
"1455","Wyoming","Female","18.and.19",7436
"1456","Puerto Rico","Female","18.and.19",55980
"1457","Alabama","Female","20",35812
"1458","Alaska","Female","20",5169
"1459","Arizona","Female","20",44594
"1460","Arkansas","Female","20",23202
"1461","California","Female","20",287400
"1462","Colorado","Female","20",33567
"1463","Connecticut","Female","20",25292
"1464","Delaware","Female","20",7685
"1465","District of Columbia","Female","20",6577
"1466","Florida","Female","20",134633
"1467","Georgia","Female","20",74708
"1468","Hawaii","Female","20",8149
"1469","Idaho","Female","20",10680
"1470","Illinois","Female","20",89853
"1471","Indiana","Female","20",51950
"1472","Iowa","Female","20",24548
"1473","Kansas","Female","20",19859
"1474","Kentucky","Female","20",31825
"1475","Louisiana","Female","20",36661
"1476","Maine","Female","20",8968
"1477","Maryland","Female","20",38714
"1478","Massachusetts","Female","20",54835
"1479","Michigan","Female","20",77734
"1480","Minnesota","Female","20",35634
"1481","Mississippi","Female","20",24500
"1482","Missouri","Female","20",45695
"1483","Montana","Female","20",7303
"1484","Nebraska","Female","20",13463
"1485","Nevada","Female","20",18535
"1486","New Hampshire","Female","20",10795
"1487","New Jersey","Female","20",57678
"1488","New Mexico","Female","20",15137
"1489","New York","Female","20",148449
"1490","North Carolina","Female","20",70592
"1491","North Dakota","Female","20",5835
"1492","Ohio","Female","20",83298
"1493","Oklahoma","Female","20",27784
"1494","Oregon","Female","20",26322
"1495","Pennsylvania","Female","20",99745
"1496","Rhode Island","Female","20",9920
"1497","South Carolina","Female","20",36235
"1498","South Dakota","Female","20",6430
"1499","Tennessee","Female","20",45329
"1500","Texas","Female","20",187546
"1501","Utah","Female","20",25788
"1502","Vermont","Female","20",5259
"1503","Virginia","Female","20",59743
"1504","Washington","Female","20",45888
"1505","West Virginia","Female","20",12776
"1506","Wisconsin","Female","20",41104
"1507","Wyoming","Female","20",3864
"1508","Puerto Rico","Female","20",30264
"1509","Alabama","Female","21",37510
"1510","Alaska","Female","21",5056
"1511","Arizona","Female","21",46688
"1512","Arkansas","Female","21",20583
"1513","California","Female","21",276656
"1514","Colorado","Female","21",32260
"1515","Connecticut","Female","21",22541
"1516","Delaware","Female","21",7045
"1517","District of Columbia","Female","21",5847
"1518","Florida","Female","21",130261
"1519","Georgia","Female","21",69777
"1520","Hawaii","Female","21",9158
"1521","Idaho","Female","21",11371
"1522","Illinois","Female","21",88805
"1523","Indiana","Female","21",49415
"1524","Iowa","Female","21",21342
"1525","Kansas","Female","21",21062
"1526","Kentucky","Female","21",30917
"1527","Louisiana","Female","21",34256
"1528","Maine","Female","21",8615
"1529","Maryland","Female","21",41620
"1530","Massachusetts","Female","21",51491
"1531","Michigan","Female","21",71828
"1532","Minnesota","Female","21",35593
"1533","Mississippi","Female","21",23522
"1534","Missouri","Female","21",41901
"1535","Montana","Female","21",6610
"1536","Nebraska","Female","21",13185
"1537","Nevada","Female","21",17913
"1538","New Hampshire","Female","21",8802
"1539","New Jersey","Female","21",51841
"1540","New Mexico","Female","21",14262
"1541","New York","Female","21",140708
"1542","North Carolina","Female","21",69361
"1543","North Dakota","Female","21",5953
"1544","Ohio","Female","21",81213
"1545","Oklahoma","Female","21",26521
"1546","Oregon","Female","21",26327
"1547","Pennsylvania","Female","21",92250
"1548","Rhode Island","Female","21",9273
"1549","South Carolina","Female","21",34793
"1550","South Dakota","Female","21",5561
"1551","Tennessee","Female","21",44851
"1552","Texas","Female","21",180586
"1553","Utah","Female","21",23852
"1554","Vermont","Female","21",5004
"1555","Virginia","Female","21",57925
"1556","Washington","Female","21",45306
"1557","West Virginia","Female","21",13003
"1558","Wisconsin","Female","21",39487
"1559","Wyoming","Female","21",3711
"1560","Puerto Rico","Female","21",29213
"1561","Alabama","Female","22.to.24",97517
"1562","Alaska","Female","22.to.24",15363
"1563","Arizona","Female","22.to.24",125511
"1564","Arkansas","Female","22.to.24",55725
"1565","California","Female","22.to.24",774998
"1566","Colorado","Female","22.to.24",103245
"1567","Connecticut","Female","22.to.24",61545
"1568","Delaware","Female","22.to.24",16859
"1569","District of Columbia","Female","22.to.24",19886
"1570","Florida","Female","22.to.24",348129
"1571","Georgia","Female","22.to.24",193277
"1572","Hawaii","Female","22.to.24",27135
"1573","Idaho","Female","22.to.24",31775
"1574","Illinois","Female","22.to.24",253885
"1575","Indiana","Female","22.to.24",124602
"1576","Iowa","Female","22.to.24",59494
"1577","Kansas","Female","22.to.24",57775
"1578","Kentucky","Female","22.to.24",82117
"1579","Louisiana","Female","22.to.24",99584
"1580","Maine","Female","22.to.24",21714
"1581","Maryland","Female","22.to.24",113107
"1582","Massachusetts","Female","22.to.24",129134
"1583","Michigan","Female","22.to.24",185434
"1584","Minnesota","Female","22.to.24",103943
"1585","Mississippi","Female","22.to.24",59435
"1586","Missouri","Female","22.to.24",118884
"1587","Montana","Female","22.to.24",18985
"1588","Nebraska","Female","22.to.24",36544
"1589","Nevada","Female","22.to.24",51807
"1590","New Hampshire","Female","22.to.24",21585
"1591","New Jersey","Female","22.to.24",151671
"1592","New Mexico","Female","22.to.24",40376
"1593","New York","Female","22.to.24",407903
"1594","North Carolina","Female","22.to.24",186085
"1595","North Dakota","Female","22.to.24",16580
"1596","Ohio","Female","22.to.24",215837
"1597","Oklahoma","Female","22.to.24",78340
"1598","Oregon","Female","22.to.24",73886
"1599","Pennsylvania","Female","22.to.24",235721
"1600","Rhode Island","Female","22.to.24",21440
"1601","South Carolina","Female","22.to.24",93507
"1602","South Dakota","Female","22.to.24",15469
"1603","Tennessee","Female","22.to.24",126984
"1604","Texas","Female","22.to.24",523817
"1605","Utah","Female","22.to.24",65276
"1606","Vermont","Female","22.to.24",10942
"1607","Virginia","Female","22.to.24",159880
"1608","Washington","Female","22.to.24",134896
"1609","West Virginia","Female","22.to.24",32388
"1610","Wisconsin","Female","22.to.24",110159
"1611","Wyoming","Female","22.to.24",11623
"1612","Puerto Rico","Female","22.to.24",72230
"1613","Alabama","Female","25.to.29",156907
"1614","Alaska","Female","25.to.29",26068
"1615","Arizona","Female","25.to.29",217022
"1616","Arkansas","Female","25.to.29",96409
"1617","California","Female","25.to.29",1338002
"1618","Colorado","Female","25.to.29",180102
"1619","Connecticut","Female","25.to.29",105722
"1620","Delaware","Female","25.to.29",29124
"1621","District of Columbia","Female","25.to.29",37314
"1622","Florida","Female","25.to.29",587851
"1623","Georgia","Female","25.to.29",340653
"1624","Hawaii","Female","25.to.29",47221
"1625","Idaho","Female","25.to.29",52061
"1626","Illinois","Female","25.to.29",451078
"1627","Indiana","Female","25.to.29",208157
"1628","Iowa","Female","25.to.29",95228
"1629","Kansas","Female","25.to.29",95926
"1630","Kentucky","Female","25.to.29",141136
"1631","Louisiana","Female","25.to.29",165918
"1632","Maine","Female","25.to.29",36688
"1633","Maryland","Female","25.to.29",199818
"1634","Massachusetts","Female","25.to.29",224486
"1635","Michigan","Female","25.to.29",295688
"1636","Minnesota","Female","25.to.29",182741
"1637","Mississippi","Female","25.to.29",99282
"1638","Missouri","Female","25.to.29",200735
"1639","Montana","Female","25.to.29",30381
"1640","Nebraska","Female","25.to.29",62038
"1641","Nevada","Female","25.to.29",96235
"1642","New Hampshire","Female","25.to.29",36049
"1643","New Jersey","Female","25.to.29",274975
"1644","New Mexico","Female","25.to.29",68524
"1645","New York","Female","25.to.29",701174
"1646","North Carolina","Female","25.to.29",314351
"1647","North Dakota","Female","25.to.29",22665
"1648","Ohio","Female","25.to.29",364122
"1649","Oklahoma","Female","25.to.29",128760
"1650","Oregon","Female","25.to.29",130489
"1651","Pennsylvania","Female","25.to.29",391070
"1652","Rhode Island","Female","25.to.29",32751
"1653","South Carolina","Female","25.to.29",152977
"1654","South Dakota","Female","25.to.29",26550
"1655","Tennessee","Female","25.to.29",210973
"1656","Texas","Female","25.to.29",913040
"1657","Utah","Female","25.to.29",110483
"1658","Vermont","Female","25.to.29",17565
"1659","Virginia","Female","25.to.29",279060
"1660","Washington","Female","25.to.29",235643
"1661","West Virginia","Female","25.to.29",53712
"1662","Wisconsin","Female","25.to.29",180385
"1663","Wyoming","Female","25.to.29",19480
"1664","Puerto Rico","Female","25.to.29",124982
"1665","Alabama","Female","30.to.34",151793
"1666","Alaska","Female","30.to.34",22956
"1667","Arizona","Female","30.to.34",205095
"1668","Arkansas","Female","30.to.34",91051
"1669","California","Female","30.to.34",1273666
"1670","Colorado","Female","30.to.34",173439
"1671","Connecticut","Female","30.to.34",104888
"1672","Delaware","Female","30.to.34",27594
"1673","District of Columbia","Female","30.to.34",29138
"1674","Florida","Female","30.to.34",559002
"1675","Georgia","Female","30.to.34",336284
"1676","Hawaii","Female","30.to.34",43175
"1677","Idaho","Female","30.to.34",49960
"1678","Illinois","Female","30.to.34",433372
"1679","Indiana","Female","30.to.34",203476
"1680","Iowa","Female","30.to.34",91896
"1681","Kansas","Female","30.to.34",88619
"1682","Kentucky","Female","30.to.34",139670
"1683","Louisiana","Female","30.to.34",146748
"1684","Maine","Female","30.to.34",36729
"1685","Maryland","Female","30.to.34",190717
"1686","Massachusetts","Female","30.to.34",207646
"1687","Michigan","Female","30.to.34",291472
"1688","Minnesota","Female","30.to.34",171182
"1689","Mississippi","Female","30.to.34",95406
"1690","Missouri","Female","30.to.34",187711
"1691","Montana","Female","30.to.34",28577
"1692","Nebraska","Female","30.to.34",57996
"1693","Nevada","Female","30.to.34",93030
"1694","New Hampshire","Female","30.to.34",36222
"1695","New Jersey","Female","30.to.34",281749
"1696","New Mexico","Female","30.to.34",62762
"1697","New York","Female","30.to.34",652525
"1698","North Carolina","Female","30.to.34",317146
"1699","North Dakota","Female","30.to.34",19942
"1700","Ohio","Female","30.to.34",348790
"1701","Oklahoma","Female","30.to.34",117859
"1702","Oregon","Female","30.to.34",128427
"1703","Pennsylvania","Female","30.to.34",366983
"1704","Rhode Island","Female","30.to.34",31285
"1705","South Carolina","Female","30.to.34",145876
"1706","South Dakota","Female","30.to.34",24017
"1707","Tennessee","Female","30.to.34",206422
"1708","Texas","Female","30.to.34",882004
"1709","Utah","Female","30.to.34",105246
"1710","Vermont","Female","30.to.34",17528
"1711","Virginia","Female","30.to.34",267216
"1712","Washington","Female","30.to.34",224512
"1713","West Virginia","Female","30.to.34",55209
"1714","Wisconsin","Female","30.to.34",172908
"1715","Wyoming","Female","30.to.34",17318
"1716","Puerto Rico","Female","30.to.34",127133
"1717","Alabama","Female","35.to.39",156714
"1718","Alaska","Female","35.to.39",22109
"1719","Arizona","Female","35.to.39",202743
"1720","Arkansas","Female","35.to.39",91619
"1721","California","Female","35.to.39",1280460
"1722","Colorado","Female","35.to.39",170253
"1723","Connecticut","Female","35.to.39",114957
"1724","Delaware","Female","35.to.39",28940
"1725","District of Columbia","Female","35.to.39",22627
"1726","Florida","Female","35.to.39",588799
"1727","Georgia","Female","35.to.39",354668
"1728","Hawaii","Female","35.to.39",42101
"1729","Idaho","Female","35.to.39",47055
"1730","Illinois","Female","35.to.39",424814
"1731","Indiana","Female","35.to.39",202976
"1732","Iowa","Female","35.to.39",87788
"1733","Kansas","Female","35.to.39",85078
"1734","Kentucky","Female","35.to.39",140286
"1735","Louisiana","Female","35.to.39",139194
"1736","Maine","Female","35.to.39",40531
"1737","Maryland","Female","35.to.39",197190
"1738","Massachusetts","Female","35.to.39",211553
"1739","Michigan","Female","35.to.39",307428
"1740","Minnesota","Female","35.to.39",161174
"1741","Mississippi","Female","35.to.39",94205
"1742","Missouri","Female","35.to.39",183610
"1743","Montana","Female","35.to.39",27094
"1744","Nebraska","Female","35.to.39",54089
"1745","Nevada","Female","35.to.39",92373
"1746","New Hampshire","Female","35.to.39",42222
"1747","New Jersey","Female","35.to.39",301210
"1748","New Mexico","Female","35.to.39",62217
"1749","New York","Female","35.to.39",635829
"1750","North Carolina","Female","35.to.39",330385
"1751","North Dakota","Female","35.to.39",17364
"1752","Ohio","Female","35.to.39",358766
"1753","Oklahoma","Female","35.to.39",117034
"1754","Oregon","Female","35.to.39",123749
"1755","Pennsylvania","Female","35.to.39",385109
"1756","Rhode Island","Female","35.to.39",32745
"1757","South Carolina","Female","35.to.39",148647
"1758","South Dakota","Female","35.to.39",22098
"1759","Tennessee","Female","35.to.39",212466
"1760","Texas","Female","35.to.39",885836
"1761","Utah","Female","35.to.39",89156
"1762","Vermont","Female","35.to.39",17023
"1763","Virginia","Female","35.to.39",272160
"1764","Washington","Female","35.to.39",221100
"1765","West Virginia","Female","35.to.39",56204
"1766","Wisconsin","Female","35.to.39",170331
"1767","Wyoming","Female","35.to.39",16033
"1768","Puerto Rico","Female","35.to.39",122200
"1769","Alabama","Female","40.to.44",159431
"1770","Alaska","Female","40.to.44",23003
"1771","Arizona","Female","40.to.44",205494
"1772","Arkansas","Female","40.to.44",93458
"1773","California","Female","40.to.44",1305560
"1774","Colorado","Female","40.to.44",173155
"1775","Connecticut","Female","40.to.44",133660
"1776","Delaware","Female","40.to.44",30755
"1777","District of Columbia","Female","40.to.44",18134
"1778","Florida","Female","40.to.44",640326
"1779","Georgia","Female","40.to.44",361412
"1780","Hawaii","Female","40.to.44",44791
"1781","Idaho","Female","40.to.44",47920
"1782","Illinois","Female","40.to.44",443877
"1783","Indiana","Female","40.to.44",218567
"1784","Iowa","Female","40.to.44",93301
"1785","Kansas","Female","40.to.44",87735
"1786","Kentucky","Female","40.to.44",148251
"1787","Louisiana","Female","40.to.44",148132
"1788","Maine","Female","40.to.44",46389
"1789","Maryland","Female","40.to.44",217738
"1790","Massachusetts","Female","40.to.44",243976
"1791","Michigan","Female","40.to.44",338592
"1792","Minnesota","Female","40.to.44",178452
"1793","Mississippi","Female","40.to.44",99131
"1794","Missouri","Female","40.to.44",194559
"1795","Montana","Female","40.to.44",29330
"1796","Nebraska","Female","40.to.44",55801
"1797","Nevada","Female","40.to.44",94113
"1798","New Hampshire","Female","40.to.44",48429
"1799","New Jersey","Female","40.to.44",330835
"1800","New Mexico","Female","40.to.44",62656
"1801","New York","Female","40.to.44",700198
"1802","North Carolina","Female","40.to.44",343850
"1803","North Dakota","Female","40.to.44",19375
"1804","Ohio","Female","40.to.44",388130
"1805","Oklahoma","Female","40.to.44",113525
"1806","Oregon","Female","40.to.44",123451
"1807","Pennsylvania","Female","40.to.44",429274
"1808","Rhode Island","Female","40.to.44",37692
"1809","South Carolina","Female","40.to.44",157861
"1810","South Dakota","Female","40.to.44",23796
"1811","Tennessee","Female","40.to.44",219792
"1812","Texas","Female","40.to.44",858391
"1813","Utah","Female","40.to.44",75186
"1814","Vermont","Female","40.to.44",22669
"1815","Virginia","Female","40.to.44",292080
"1816","Washington","Female","40.to.44",229124
"1817","West Virginia","Female","40.to.44",61452
"1818","Wisconsin","Female","40.to.44",190024
"1819","Wyoming","Female","40.to.44",16351
"1820","Puerto Rico","Female","40.to.44",129633
"1821","Alabama","Female","45.to.49",174767
"1822","Alaska","Female","45.to.49",25683
"1823","Arizona","Female","45.to.49",211629
"1824","Arkansas","Female","45.to.49",102930
"1825","California","Female","45.to.49",1334498
"1826","Colorado","Female","45.to.49",183742
"1827","Connecticut","Female","45.to.49",147893
"1828","Delaware","Female","45.to.49",34400
"1829","District of Columbia","Female","45.to.49",18981
"1830","Florida","Female","45.to.49",701249
"1831","Georgia","Female","45.to.49",364495
"1832","Hawaii","Female","45.to.49",47019
"1833","Idaho","Female","45.to.49",51290
"1834","Illinois","Female","45.to.49",470153
"1835","Indiana","Female","45.to.49",235255
"1836","Iowa","Female","45.to.49",106395
"1837","Kansas","Female","45.to.49",100226
"1838","Kentucky","Female","45.to.49",160928
"1839","Louisiana","Female","45.to.49",163444
"1840","Maine","Female","45.to.49",54125
"1841","Maryland","Female","45.to.49",236617
"1842","Massachusetts","Female","45.to.49",260732
"1843","Michigan","Female","45.to.49",372599
"1844","Minnesota","Female","45.to.49",200100
"1845","Mississippi","Female","45.to.49",105371
"1846","Missouri","Female","45.to.49",219795
"1847","Montana","Female","45.to.49",35313
"1848","Nebraska","Female","45.to.49",63382
"1849","Nevada","Female","45.to.49",92783
"1850","New Hampshire","Female","45.to.49",56363
"1851","New Jersey","Female","45.to.49",356215
"1852","New Mexico","Female","45.to.49",71511
"1853","New York","Female","45.to.49",741757
"1854","North Carolina","Female","45.to.49",352892
"1855","North Dakota","Female","45.to.49",22771
"1856","Ohio","Female","45.to.49",428176
"1857","Oklahoma","Female","45.to.49",129257
"1858","Oregon","Female","45.to.49",131153
"1859","Pennsylvania","Female","45.to.49",479492
"1860","Rhode Island","Female","45.to.49",41120
"1861","South Carolina","Female","45.to.49",168621
"1862","South Dakota","Female","45.to.49",28066
"1863","Tennessee","Female","45.to.49",235327
"1864","Texas","Female","45.to.49",876670
"1865","Utah","Female","45.to.49",76647
"1866","Vermont","Female","45.to.49",25201
"1867","Virginia","Female","45.to.49",311521
"1868","Washington","Female","45.to.49",243032
"1869","West Virginia","Female","45.to.49",65912
"1870","Wisconsin","Female","45.to.49",215920
"1871","Wyoming","Female","45.to.49",19518
"1872","Puerto Rico","Female","45.to.49",131643
"1873","Alabama","Female","50.to.54",178174
"1874","Alaska","Female","50.to.54",26934
"1875","Arizona","Female","50.to.54",212745
"1876","Arkansas","Female","50.to.54",101828
"1877","California","Female","50.to.54",1292850
"1878","Colorado","Female","50.to.54",186135
"1879","Connecticut","Female","50.to.54",144239
"1880","Delaware","Female","50.to.54",34087
"1881","District of Columbia","Female","50.to.54",19068
"1882","Florida","Female","50.to.54",691423
"1883","Georgia","Female","50.to.54",343878
"1884","Hawaii","Female","50.to.54",48836
"1885","Idaho","Female","50.to.54",52960
"1886","Illinois","Female","50.to.54",472261
"1887","Indiana","Female","50.to.54",237874
"1888","Iowa","Female","50.to.54",111248
"1889","Kansas","Female","50.to.54",103062
"1890","Kentucky","Female","50.to.54",162663
"1891","Louisiana","Female","50.to.54",166972
"1892","Maine","Female","50.to.54",56377
"1893","Maryland","Female","50.to.54",228854
"1894","Massachusetts","Female","50.to.54",254216
"1895","Michigan","Female","50.to.54",387063
"1896","Minnesota","Female","50.to.54",200567
"1897","Mississippi","Female","50.to.54",106941
"1898","Missouri","Female","50.to.54",224728
"1899","Montana","Female","50.to.54",39440
"1900","Nebraska","Female","50.to.54",64978
"1901","Nevada","Female","50.to.54",90605
"1902","New Hampshire","Female","50.to.54",56223
"1903","New Jersey","Female","50.to.54",344547
"1904","New Mexico","Female","50.to.54",75175
"1905","New York","Female","50.to.54",729002
"1906","North Carolina","Female","50.to.54",344661
"1907","North Dakota","Female","50.to.54",24783
"1908","Ohio","Female","50.to.54",449443
"1909","Oklahoma","Female","50.to.54",133426
"1910","Oregon","Female","50.to.54",140866
"1911","Pennsylvania","Female","50.to.54",497531
"1912","Rhode Island","Female","50.to.54",41915
"1913","South Carolina","Female","50.to.54",169606
"1914","South Dakota","Female","50.to.54",29818
"1915","Tennessee","Female","50.to.54",235786
"1916","Texas","Female","50.to.54",844747
"1917","Utah","Female","50.to.54",76838
"1918","Vermont","Female","50.to.54",26651
"1919","Virginia","Female","50.to.54",302731
"1920","Washington","Female","50.to.54",248940
"1921","West Virginia","Female","50.to.54",72107
"1922","Wisconsin","Female","50.to.54",217564
"1923","Wyoming","Female","50.to.54",21764
"1924","Puerto Rico","Female","50.to.54",128167
"1925","Alabama","Female","55.to.59",161752
"1926","Alaska","Female","55.to.59",23956
"1927","Arizona","Female","55.to.59",196748
"1928","Arkansas","Female","55.to.59",95204
"1929","California","Female","55.to.59",1138645
"1930","Colorado","Female","55.to.59",167704
"1931","Connecticut","Female","55.to.59",123384
"1932","Delaware","Female","55.to.59",31484
"1933","District of Columbia","Female","55.to.59",17910
"1934","Florida","Female","55.to.59",640491
"1935","Georgia","Female","55.to.59",302346
"1936","Hawaii","Female","55.to.59",45962
"1937","Idaho","Female","55.to.59",48696
"1938","Illinois","Female","55.to.59",416950
"1939","Indiana","Female","55.to.59",214522
"1940","Iowa","Female","55.to.59",101289
"1941","Kansas","Female","55.to.59",91756
"1942","Kentucky","Female","55.to.59",149140
"1943","Louisiana","Female","55.to.59",151052
"1944","Maine","Female","55.to.59",51898
"1945","Maryland","Female","55.to.59",198299
"1946","Massachusetts","Female","55.to.59",224250
"1947","Michigan","Female","55.to.59",351061
"1948","Minnesota","Female","55.to.59",175613
"1949","Mississippi","Female","55.to.59",97025
"1950","Missouri","Female","55.to.59",202327
"1951","Montana","Female","55.to.59",37932
"1952","Nebraska","Female","55.to.59",59284
"1953","Nevada","Female","55.to.59",83859
"1954","New Hampshire","Female","55.to.59",48684
"1955","New Jersey","Female","55.to.59",292443
"1956","New Mexico","Female","55.to.59",70925
"1957","New York","Female","55.to.59",646801
"1958","North Carolina","Female","55.to.59",317054
"1959","North Dakota","Female","55.to.59",21697
"1960","Ohio","Female","55.to.59",401648
"1961","Oklahoma","Female","55.to.59",122411
"1962","Oregon","Female","55.to.59",139689
"1963","Pennsylvania","Female","55.to.59",450688
"1964","Rhode Island","Female","55.to.59",36817
"1965","South Carolina","Female","55.to.59",162686
"1966","South Dakota","Female","55.to.59",27139
"1967","Tennessee","Female","55.to.59",215813
"1968","Texas","Female","55.to.59",727808
"1969","Utah","Female","55.to.59",67823
"1970","Vermont","Female","55.to.59",24687
"1971","Virginia","Female","55.to.59",264081
"1972","Washington","Female","55.to.59",230643
"1973","West Virginia","Female","55.to.59",70598
"1974","Wisconsin","Female","55.to.59",194223
"1975","Wyoming","Female","55.to.59",20368
"1976","Puerto Rico","Female","55.to.59",118622
"1977","Alabama","Female","60.and.61",63328
"1978","Alaska","Female","60.and.61",7680
"1979","Arizona","Female","60.and.61",78462
"1980","Arkansas","Female","60.and.61",36170
"1981","California","Female","60.and.61",413020
"1982","Colorado","Female","60.and.61",59641
"1983","Connecticut","Female","60.and.61",45437
"1984","Delaware","Female","60.and.61",11684
"1985","District of Columbia","Female","60.and.61",7223
"1986","Florida","Female","60.and.61",252740
"1987","Georgia","Female","60.and.61",111482
"1988","Hawaii","Female","60.and.61",18447
"1989","Idaho","Female","60.and.61",18963
"1990","Illinois","Female","60.and.61",152701
"1991","Indiana","Female","60.and.61",80360
"1992","Iowa","Female","60.and.61",38639
"1993","Kansas","Female","60.and.61",33067
"1994","Kentucky","Female","60.and.61",55671
"1995","Louisiana","Female","60.and.61",54940
"1996","Maine","Female","60.and.61",19669
"1997","Maryland","Female","60.and.61",75954
"1998","Massachusetts","Female","60.and.61",85217
"1999","Michigan","Female","60.and.61",129003
"2000","Minnesota","Female","60.and.61",62811
"2001","Mississippi","Female","60.and.61",36428
"2002","Missouri","Female","60.and.61",74038
"2003","Montana","Female","60.and.61",14151
"2004","Nebraska","Female","60.and.61",21808
"2005","Nevada","Female","60.and.61",33096
"2006","New Hampshire","Female","60.and.61",18026
"2007","New Jersey","Female","60.and.61",111365
"2008","New Mexico","Female","60.and.61",27194
"2009","New York","Female","60.and.61",244182
"2010","North Carolina","Female","60.and.61",120468
"2011","North Dakota","Female","60.and.61",8019
"2012","Ohio","Female","60.and.61",151657
"2013","Oklahoma","Female","60.and.61",45135
"2014","Oregon","Female","60.and.61",52466
"2015","Pennsylvania","Female","60.and.61",166072
"2016","Rhode Island","Female","60.and.61",13577
"2017","South Carolina","Female","60.and.61",62452
"2018","South Dakota","Female","60.and.61",9255
"2019","Tennessee","Female","60.and.61",83635
"2020","Texas","Female","60.and.61",264307
"2021","Utah","Female","60.and.61",23940
"2022","Vermont","Female","60.and.61",8996
"2023","Virginia","Female","60.and.61",102589
"2024","Washington","Female","60.and.61",86621
"2025","West Virginia","Female","60.and.61",28145
"2026","Wisconsin","Female","60.and.61",68224
"2027","Wyoming","Female","60.and.61",6956
"2028","Puerto Rico","Female","60.and.61",48989
"2029","Alabama","Female","62.to.64",82593
"2030","Alaska","Female","62.to.64",8973
