"","state","gender","age","freq"
"693","Kansas","Male","50.to.54",100421
"694","Kentucky","Male","50.to.54",155474
"695","Louisiana","Male","50.to.54",160509
"696","Maine","Male","50.to.54",54254
"697","Maryland","Male","50.to.54",210395
"698","Massachusetts","Male","50.to.54",241251
"699","Michigan","Male","50.to.54",373424
"700","Minnesota","Male","50.to.54",200481
"701","Mississippi","Male","50.to.54",99896
"702","Missouri","Male","50.to.54",217002
"703","Montana","Male","50.to.54",38595
"704","Nebraska","Male","50.to.54",64829
"705","Nevada","Male","50.to.54",92251
"706","New Hampshire","Male","50.to.54",55504
"707","New Jersey","Male","50.to.54",326730
"708","New Mexico","Male","50.to.54",70597
"709","New York","Male","50.to.54",683971
"710","North Carolina","Male","50.to.54",322637
"711","North Dakota","Male","50.to.54",25422
"712","Ohio","Male","50.to.54",430816
"713","Oklahoma","Male","50.to.54",129659
"714","Oregon","Male","50.to.54",134929
"715","Pennsylvania","Male","50.to.54",481142
"716","Rhode Island","Male","50.to.54",38817
"717","South Carolina","Male","50.to.54",156679
"718","South Dakota","Male","50.to.54",29823
"719","Tennessee","Male","50.to.54",221226
"720","Texas","Male","50.to.54",824497
"721","Utah","Male","50.to.54",75288
"722","Vermont","Male","50.to.54",25465
"723","Virginia","Male","50.to.54",287935
"724","Washington","Male","50.to.54",245221
"725","West Virginia","Male","50.to.54",69761
"726","Wisconsin","Male","50.to.54",217161
"727","Wyoming","Male","50.to.54",21920
"728","Puerto Rico","Male","50.to.54",109896
"729","Alabama","Male","55.to.59",148584
"730","Alaska","Male","55.to.59",27221
"731","Arizona","Male","55.to.59",180332
"732","Arkansas","Male","55.to.59",89760
"733","California","Male","55.to.59",1070558
"734","Colorado","Male","55.to.59",161598
"735","Connecticut","Male","55.to.59",115498
"736","Delaware","Male","55.to.59",26677
"737","District of Columbia","Male","55.to.59",16154
"738","Florida","Male","55.to.59",573815
"739","Georgia","Male","55.to.59",273809
"740","Hawaii","Male","55.to.59",44512
"741","Idaho","Male","55.to.59",47719
"742","Illinois","Male","55.to.59",391356
"743","Indiana","Male","55.to.59",205039
"744","Iowa","Male","55.to.59",100918
"745","Kansas","Male","55.to.59",90384
"746","Kentucky","Male","55.to.59",140562
"747","Louisiana","Male","55.to.59",139816
"748","Maine","Male","55.to.59",49467
"749","Maryland","Male","55.to.59",180074
"750","Massachusetts","Male","55.to.59",209035
"751","Michigan","Male","55.to.59",334999
"752","Minnesota","Male","55.to.59",173073
"753","Mississippi","Male","55.to.59",89996
"754","Missouri","Male","55.to.59",187177
"755","Montana","Male","55.to.59",37962
"756","Nebraska","Male","55.to.59",57337
"757","Nevada","Male","55.to.59",79903
"758","New Hampshire","Male","55.to.59",47956
"759","New Jersey","Male","55.to.59",274372
"760","New Mexico","Male","55.to.59",64278
"761","New York","Male","55.to.59",595371
"762","North Carolina","Male","55.to.59",286874
"763","North Dakota","Male","55.to.59",23242
"764","Ohio","Male","55.to.59",382897
"765","Oklahoma","Male","55.to.59",115537
"766","Oregon","Male","55.to.59",130896
"767","Pennsylvania","Male","55.to.59",430225
"768","Rhode Island","Male","55.to.59",34621
"769","South Carolina","Male","55.to.59",143429
"770","South Dakota","Male","55.to.59",27627
"771","Tennessee","Male","55.to.59",198028
"772","Texas","Male","55.to.59",689760
"773","Utah","Male","55.to.59",66408
"774","Vermont","Male","55.to.59",24461
"775","Virginia","Male","55.to.59",244334
"776","Washington","Male","55.to.59",219864
"777","West Virginia","Male","55.to.59",67264
"778","Wisconsin","Male","55.to.59",193284
"779","Wyoming","Male","55.to.59",21488
"780","Puerto Rico","Male","55.to.59",99623
"781","Alabama","Male","60.and.61",58420
"782","Alaska","Male","60.and.61",8377
"783","Arizona","Male","60.and.61",70732
"784","Arkansas","Male","60.and.61",34974
"785","California","Male","60.and.61",386594
"786","Colorado","Male","60.and.61",59348
"787","Connecticut","Male","60.and.61",41704
"788","Delaware","Male","60.and.61",10589
"789","District of Columbia","Male","60.and.61",6093
"790","Florida","Male","60.and.61",222826
"791","Georgia","Male","60.and.61",98916
"792","Hawaii","Male","60.and.61",19541
"793","Idaho","Male","60.and.61",18163
"794","Illinois","Male","60.and.61",141024
"795","Indiana","Male","60.and.61",75728
"796","Iowa","Male","60.and.61",37078
"797","Kansas","Male","60.and.61",32143
"798","Kentucky","Male","60.and.61",51884
"799","Louisiana","Male","60.and.61",50591
"800","Maine","Male","60.and.61",18789
"801","Maryland","Male","60.and.61",65681
"802","Massachusetts","Male","60.and.61",76563
"803","Michigan","Male","60.and.61",119422
"804","Minnesota","Male","60.and.61",61799
"805","Mississippi","Male","60.and.61",33259
"806","Missouri","Male","60.and.61",70324
"807","Montana","Male","60.and.61",14376
"808","Nebraska","Male","60.and.61",22320
"809","Nevada","Male","60.and.61",30829
"810","New Hampshire","Male","60.and.61",17754
"811","New Jersey","Male","60.and.61",99497
"812","New Mexico","Male","60.and.61",25642
"813","New York","Male","60.and.61",217298
"814","North Carolina","Male","60.and.61",107716
"815","North Dakota","Male","60.and.61",8393
"816","Ohio","Male","60.and.61",140378
"817","Oklahoma","Male","60.and.61",41541
"818","Oregon","Male","60.and.61",50594
"819","Pennsylvania","Male","60.and.61",156176
"820","Rhode Island","Male","60.and.61",12402
"821","South Carolina","Male","60.and.61",55853
"822","South Dakota","Male","60.and.61",9540
"823","Tennessee","Male","60.and.61",78567
"824","Texas","Male","60.and.61",250664
"825","Utah","Male","60.and.61",22236
"826","Vermont","Male","60.and.61",8823
"827","Virginia","Male","60.and.61",93552
"828","Washington","Male","60.and.61",81430
"829","West Virginia","Male","60.and.61",28261
"830","Wisconsin","Male","60.and.61",68364
"831","Wyoming","Male","60.and.61",7386
"832","Puerto Rico","Male","60.and.61",41047
"833","Alabama","Male","62.to.64",74861
"834","Alaska","Male","62.to.64",10186
"835","Arizona","Male","62.to.64",95597
"836","Arkansas","Male","62.to.64",45163
"837","California","Male","62.to.64",497802
"838","Colorado","Male","62.to.64",74295
"839","Connecticut","Male","62.to.64",56984
"840","Delaware","Male","62.to.64",15110
"841","District of Columbia","Male","62.to.64",7532
"842","Florida","Male","62.to.64",312449
"843","Georgia","Male","62.to.64",135154
"844","Hawaii","Male","62.to.64",22660
"845","Idaho","Male","62.to.64",24247
"846","Illinois","Male","62.to.64",180613
"847","Indiana","Male","62.to.64",94051
"848","Iowa","Male","62.to.64",47900
"849","Kansas","Male","62.to.64",41504
"850","Kentucky","Male","62.to.64",68888
"851","Louisiana","Male","62.to.64",68538
"852","Maine","Male","62.to.64",25671
"853","Maryland","Male","62.to.64",84373
"854","Massachusetts","Male","62.to.64",100507
"855","Michigan","Male","62.to.64",155589
"856","Minnesota","Male","62.to.64",78335
"857","Mississippi","Male","62.to.64",43782
"858","Missouri","Male","62.to.64",91267
"859","Montana","Male","62.to.64",17902
"860","Nebraska","Male","62.to.64",26234
"861","Nevada","Male","62.to.64",44450
"862","New Hampshire","Male","62.to.64",22715
"863","New Jersey","Male","62.to.64",126813
"864","New Mexico","Male","62.to.64",33371
"865","New York","Male","62.to.64",282409
"866","North Carolina","Male","62.to.64",146941
"867","North Dakota","Male","62.to.64",10444
"868","Ohio","Male","62.to.64",180392
"869","Oklahoma","Male","62.to.64",56544
"870","Oregon","Male","62.to.64",66179
"871","Pennsylvania","Male","62.to.64",203122
"872","Rhode Island","Male","62.to.64",15777
"873","South Carolina","Male","62.to.64",76856
"874","South Dakota","Male","62.to.64",12882
"875","Tennessee","Male","62.to.64",99857
"876","Texas","Male","62.to.64",323017
"877","Utah","Male","62.to.64",30649
"878","Vermont","Male","62.to.64",11322
"879","Virginia","Male","62.to.64",121644
"880","Washington","Male","62.to.64",107172
"881","West Virginia","Male","62.to.64",34144
"882","Wisconsin","Male","62.to.64",88386
"883","Wyoming","Male","62.to.64",8883
"884","Puerto Rico","Male","62.to.64",59412
"885","Alabama","Male","65.and.66",43866
"886","Alaska","Male","65.and.66",5467
"887","Arizona","Male","65.and.66",57865
"888","Arkansas","Male","65.and.66",27196
"889","California","Male","65.and.66",279112
"890","Colorado","Male","65.and.66",40740
"891","Connecticut","Male","65.and.66",32121
"892","Delaware","Male","65.and.66",7620
"893","District of Columbia","Male","65.and.66",4261
"894","Florida","Male","65.and.66",195190
"895","Georgia","Male","65.and.66",76607
"896","Hawaii","Male","65.and.66",13132
"897","Idaho","Male","65.and.66",13655
"898","Illinois","Male","65.and.66",102511
"899","Indiana","Male","65.and.66",54658
"900","Iowa","Male","65.and.66",26664
"901","Kansas","Male","65.and.66",22680
"902","Kentucky","Male","65.and.66",39523
"903","Louisiana","Male","65.and.66",38050
"904","Maine","Male","65.and.66",14167
"905","Maryland","Male","65.and.66",46589
"906","Massachusetts","Male","65.and.66",55852
"907","Michigan","Male","65.and.66",88415
"908","Minnesota","Male","65.and.66",43735
"909","Mississippi","Male","65.and.66",24704
"910","Missouri","Male","65.and.66",52427
"911","Montana","Male","65.and.66",10403
"912","Nebraska","Male","65.and.66",15275
"913","Nevada","Male","65.and.66",24900
"914","New Hampshire","Male","65.and.66",12743
"915","New Jersey","Male","65.and.66",74213
"916","New Mexico","Male","65.and.66",18313
"917","New York","Male","65.and.66",156855
"918","North Carolina","Male","65.and.66",83602
"919","North Dakota","Male","65.and.66",5673
"920","Ohio","Male","65.and.66",99037
"921","Oklahoma","Male","65.and.66",31539
"922","Oregon","Male","65.and.66",37421
"923","Pennsylvania","Male","65.and.66",115446
"924","Rhode Island","Male","65.and.66",9899
"925","South Carolina","Male","65.and.66",45208
"926","South Dakota","Male","65.and.66",7140
"927","Tennessee","Male","65.and.66",57623
"928","Texas","Male","65.and.66",184748
"929","Utah","Male","65.and.66",16138
"930","Vermont","Male","65.and.66",6500
"931","Virginia","Male","65.and.66",68341
"932","Washington","Male","65.and.66",58798
"933","West Virginia","Male","65.and.66",19757
"934","Wisconsin","Male","65.and.66",48671
"935","Wyoming","Male","65.and.66",4825
"936","Puerto Rico","Male","65.and.66",34343
"937","Alabama","Male","67.to.69",56166
"938","Alaska","Male","67.to.69",5753
"939","Arizona","Male","67.to.69",75440
"940","Arkansas","Male","67.to.69",34913
"941","California","Male","67.to.69",341888
"942","Colorado","Male","67.to.69",47775
"943","Connecticut","Male","67.to.69",38390
"944","Delaware","Male","67.to.69",11764
"945","District of Columbia","Male","67.to.69",5457
"946","Florida","Male","67.to.69",260587
"947","Georgia","Male","67.to.69",92580
"948","Hawaii","Male","67.to.69",15806
"949","Idaho","Male","67.to.69",17789
"950","Illinois","Male","67.to.69",127778
"951","Indiana","Male","67.to.69",68526
"952","Iowa","Male","67.to.69",32783
"953","Kansas","Male","67.to.69",29588
"954","Kentucky","Male","67.to.69",48739
"955","Louisiana","Male","67.to.69",46371
"956","Maine","Male","67.to.69",16949
"957","Maryland","Male","67.to.69",60391
"958","Massachusetts","Male","67.to.69",69366
"959","Michigan","Male","67.to.69",110872
"960","Minnesota","Male","67.to.69",54910
"961","Mississippi","Male","67.to.69",32191
"962","Missouri","Male","67.to.69",69115
"963","Montana","Male","67.to.69",13417
"964","Nebraska","Male","67.to.69",17998
"965","Nevada","Male","67.to.69",31400
"966","New Hampshire","Male","67.to.69",15501
"967","New Jersey","Male","67.to.69",89877
"968","New Mexico","Male","67.to.69",23781
"969","New York","Male","67.to.69",199532
"970","North Carolina","Male","67.to.69",107809
"971","North Dakota","Male","67.to.69",7084
"972","Ohio","Male","67.to.69",127630
"973","Oklahoma","Male","67.to.69",42655
"974","Oregon","Male","67.to.69",46715
"975","Pennsylvania","Male","67.to.69",148428
"976","Rhode Island","Male","67.to.69",10563
"977","South Carolina","Male","67.to.69",56436
"978","South Dakota","Male","67.to.69",8743
"979","Tennessee","Male","67.to.69",74971
"980","Texas","Male","67.to.69",227146
"981","Utah","Male","67.to.69",21708
"982","Vermont","Male","67.to.69",7956
"983","Virginia","Male","67.to.69",85357
"984","Washington","Male","67.to.69",73330
"985","West Virginia","Male","67.to.69",25427
"986","Wisconsin","Male","67.to.69",60941
"987","Wyoming","Male","67.to.69",6711
"988","Puerto Rico","Male","67.to.69",46180
"989","Alabama","Male","70.to.74",71795
"990","Alaska","Male","70.to.74",7445
"991","Arizona","Male","70.to.74",106129
"992","Arkansas","Male","70.to.74",48673
"993","California","Male","70.to.74",450761
"994","Colorado","Male","70.to.74",62013
"995","Connecticut","Male","70.to.74",48735
"996","Delaware","Male","70.to.74",14908
"997","District of Columbia","Male","70.to.74",6647
"998","Florida","Male","70.to.74",358972
"999","Georgia","Male","70.to.74",114445
"1000","Hawaii","Male","70.to.74",19680
"1001","Idaho","Male","70.to.74",23144
"1002","Illinois","Male","70.to.74",164208
"1003","Indiana","Male","70.to.74",89121
"1004","Iowa","Male","70.to.74",47412
"1005","Kansas","Male","70.to.74",38278
"1006","Kentucky","Male","70.to.74",65310
"1007","Louisiana","Male","70.to.74",60598
"1008","Maine","Male","70.to.74",23420
"1009","Maryland","Male","70.to.74",73006
"1010","Massachusetts","Male","70.to.74",87400
"1011","Michigan","Male","70.to.74",145043
"1012","Minnesota","Male","70.to.74",72136
"1013","Mississippi","Male","70.to.74",42928
"1014","Missouri","Male","70.to.74",90402
"1015","Montana","Male","70.to.74",16737
"1016","Nebraska","Male","70.to.74",25319
"1017","Nevada","Male","70.to.74",42408
"1018","New Hampshire","Male","70.to.74",19285
"1019","New Jersey","Male","70.to.74",117632
"1020","New Mexico","Male","70.to.74",31797
"1021","New York","Male","70.to.74",263455
"1022","North Carolina","Male","70.to.74",134616
"1023","North Dakota","Male","70.to.74",10007
"1024","Ohio","Male","70.to.74",169287
"1025","Oklahoma","Male","70.to.74",58255
"1026","Oregon","Male","70.to.74",57341
"1027","Pennsylvania","Male","70.to.74",192841
"1028","Rhode Island","Male","70.to.74",14098
"1029","South Carolina","Male","70.to.74",73099
"1030","South Dakota","Male","70.to.74",12004
"1031","Tennessee","Male","70.to.74",97162
"1032","Texas","Male","70.to.74",286241
"1033","Utah","Male","70.to.74",28601
"1034","Vermont","Male","70.to.74",9789
"1035","Virginia","Male","70.to.74",107685
"1036","Washington","Male","70.to.74",91458
"1037","West Virginia","Male","70.to.74",33179
"1038","Wisconsin","Male","70.to.74",82975
"1039","Wyoming","Male","70.to.74",7988
"1040","Puerto Rico","Male","70.to.74",62673
"1041","Alabama","Male","75.to.79",50716
"1042","Alaska","Male","75.to.79",4385
"1043","Arizona","Male","75.to.79",77051
"1044","Arkansas","Male","75.to.79",34723
"1045","California","Male","75.to.79",340108
"1046","Colorado","Male","75.to.79",44106
"1047","Connecticut","Male","75.to.79",38220
"1048","Delaware","Male","75.to.79",10546
"1049","District of Columbia","Male","75.to.79",5107
"1050","Florida","Male","75.to.79",280854
"1051","Georgia","Male","75.to.79",78894
"1052","Hawaii","Male","75.to.79",15089
"1053","Idaho","Male","75.to.79",15906
"1054","Illinois","Male","75.to.79",124420
"1055","Indiana","Male","75.to.79",65460
"1056","Iowa","Male","75.to.79",36579
"1057","Kansas","Male","75.to.79",29343
"1058","Kentucky","Male","75.to.79",46021
"1059","Louisiana","Male","75.to.79",43499
"1060","Maine","Male","75.to.79",17226
"1061","Maryland","Male","75.to.79",53541
"1062","Massachusetts","Male","75.to.79",69553
"1063","Michigan","Male","75.to.79",107017
"1064","Minnesota","Male","75.to.79",55533
"1065","Mississippi","Male","75.to.79",29523
"1066","Missouri","Male","75.to.79",66454
"1067","Montana","Male","75.to.79",12626
"1068","Nebraska","Male","75.to.79",20123
"1069","Nevada","Male","75.to.79",27519
"1070","New Hampshire","Male","75.to.79",14477
"1071","New Jersey","Male","75.to.79",91757
"1072","New Mexico","Male","75.to.79",22886
"1073","New York","Male","75.to.79",201267
"1074","North Carolina","Male","75.to.79",97660
"1075","North Dakota","Male","75.to.79",7597
"1076","Ohio","Male","75.to.79",127964
"1077","Oklahoma","Male","75.to.79",40722
"1078","Oregon","Male","75.to.79",41679
"1079","Pennsylvania","Male","75.to.79",153950
"1080","Rhode Island","Male","75.to.79",11333
"1081","South Carolina","Male","75.to.79",48962
"1082","South Dakota","Male","75.to.79",9412
"1083","Tennessee","Male","75.to.79",67583
"1084","Texas","Male","75.to.79",209531
"1085","Utah","Male","75.to.79",21519
"1086","Vermont","Male","75.to.79",7138
"1087","Virginia","Male","75.to.79",77139
"1088","Washington","Male","75.to.79",65417
"1089","West Virginia","Male","75.to.79",24700
"1090","Wisconsin","Male","75.to.79",62477
"1091","Wyoming","Male","75.to.79",5627
"1092","Puerto Rico","Male","75.to.79",43045
"1093","Alabama","Male","80.to.84",34809
"1094","Alaska","Male","80.to.84",2704
"1095","Arizona","Male","80.to.84",52262
"1096","Arkansas","Male","80.to.84",22115
"1097","California","Male","80.to.84",249425
"1098","Colorado","Male","80.to.84",29525
"1099","Connecticut","Male","80.to.84",30796
"1100","Delaware","Male","80.to.84",6981
"1101","District of Columbia","Male","80.to.84",3497
"1102","Florida","Male","80.to.84",208397
"1103","Georgia","Male","80.to.84",48690
"1104","Hawaii","Male","80.to.84",11567
"1105","Idaho","Male","80.to.84",11221
"1106","Illinois","Male","80.to.84",92050
"1107","Indiana","Male","80.to.84",48454
"1108","Iowa","Male","80.to.84",27753
"1109","Kansas","Male","80.to.84",23296
"1110","Kentucky","Male","80.to.84",29556
"1111","Louisiana","Male","80.to.84",29357
"1112","Maine","Male","80.to.84",12466
"1113","Maryland","Male","80.to.84",38204
"1114","Massachusetts","Male","80.to.84",54322
"1115","Michigan","Male","80.to.84",80019
"1116","Minnesota","Male","80.to.84",40945
"1117","Mississippi","Male","80.to.84",19078
"1118","Missouri","Male","80.to.84",47239
"1119","Montana","Male","80.to.84",8946
"1120","Nebraska","Male","80.to.84",15299
"1121","Nevada","Male","80.to.84",17443
"1122","New Hampshire","Male","80.to.84",10079
"1123","New Jersey","Male","80.to.84",69810
"1124","New Mexico","Male","80.to.84",15668
"1125","New York","Male","80.to.84",151301
"1126","North Carolina","Male","80.to.84",62842
"1127","North Dakota","Male","80.to.84",6687
"1128","Ohio","Male","80.to.84",95348
"1129","Oklahoma","Male","80.to.84",28475
"1130","Oregon","Male","80.to.84",30917
"1131","Pennsylvania","Male","80.to.84",120263
"1132","Rhode Island","Male","80.to.84",9741
"1133","South Carolina","Male","80.to.84",31981
"1134","South Dakota","Male","80.to.84",7667
"1135","Tennessee","Male","80.to.84",43096
"1136","Texas","Male","80.to.84",139213
"1137","Utah","Male","80.to.84",14916
"1138","Vermont","Male","80.to.84",5298
"1139","Virginia","Male","80.to.84",50289
"1140","Washington","Male","80.to.84",45939
"1141","West Virginia","Male","80.to.84",16666
"1142","Wisconsin","Male","80.to.84",47895
"1143","Wyoming","Male","80.to.84",4229
"1144","Puerto Rico","Male","80.to.84",28591
"1145","Alabama","Male","85.and.over",23695
"1146","Alaska","Male","85.and.over",1523
"1147","Arizona","Male","85.and.over",38891
"1148","Arkansas","Male","85.and.over",16253
"1149","California","Male","85.and.over",211218
"1150","Colorado","Male","85.and.over",23805
"1151","Connecticut","Male","85.and.over",26422
"1152","Delaware","Male","85.and.over",5558
"1153","District of Columbia","Male","85.and.over",2759
"1154","Florida","Male","85.and.over",163403
"1155","Georgia","Male","85.and.over",33036
"1156","Hawaii","Male","85.and.over",11746
"1157","Idaho","Male","85.and.over",9163
"1158","Illinois","Male","85.and.over",72372
"1159","Indiana","Male","85.and.over",34736
"1160","Iowa","Male","85.and.over",23344
"1161","Kansas","Male","85.and.over",19952
"1162","Kentucky","Male","85.and.over",20929
"1163","Louisiana","Male","85.and.over",21518
"1164","Maine","Male","85.and.over",9505
"1165","Maryland","Male","85.and.over",31913
"1166","Massachusetts","Male","85.and.over",44183
"1167","Michigan","Male","85.and.over",61091
"1168","Minnesota","Male","85.and.over",34027
"1169","Mississippi","Male","85.and.over",12740
"1170","Missouri","Male","85.and.over",37596
"1171","Montana","Male","85.and.over",6531
"1172","Nebraska","Male","85.and.over",12853
"1173","Nevada","Male","85.and.over",11882
"1174","New Hampshire","Male","85.and.over",7874
"1175","New Jersey","Male","85.and.over",55386
"1176","New Mexico","Male","85.and.over",11527
"1177","New York","Male","85.and.over",123118
"1178","North Carolina","Male","85.and.over",43669
"1179","North Dakota","Male","85.and.over",5567
"1180","Ohio","Male","85.and.over",72342
"1181","Oklahoma","Male","85.and.over",20891
"1182","Oregon","Male","85.and.over",27146
"1183","Pennsylvania","Male","85.and.over",97107
"1184","Rhode Island","Male","85.and.over",7482
"1185","South Carolina","Male","85.and.over",21279
"1186","South Dakota","Male","85.and.over",6611
"1187","Tennessee","Male","85.and.over",29469
"1188","Texas","Male","85.and.over",104094
"1189","Utah","Male","85.and.over",11363
"1190","Vermont","Male","85.and.over",4098
"1191","Virginia","Male","85.and.over",38029
"1192","Washington","Male","85.and.over",39725
"1193","West Virginia","Male","85.and.over",10771
"1194","Wisconsin","Male","85.and.over",37820
"1195","Wyoming","Male","85.and.over",3213
"1196","Puerto Rico","Male","85.and.over",23919
"1197","Alabama","Female","Under.5",149190
"1198","Alaska","Female","Under.5",25691
"1199","Arizona","Female","Under.5",222925
"1200","Arkansas","Female","Under.5",96215
"1201","California","Female","Under.5",1243220
"1202","Colorado","Female","Under.5",165776
"1203","Connecticut","Female","Under.5",97567
"1204","Delaware","Female","Under.5",27535
"1205","District of Columbia","Female","Under.5",17053
"1206","Florida","Female","Under.5",526482
"1207","Georgia","Female","Under.5",335659
"1208","Hawaii","Female","Under.5",42794
"1209","Idaho","Female","Under.5",58471
"1210","Illinois","Female","Under.5",408112
"1211","Indiana","Female","Under.5",210613
"1212","Iowa","Female","Under.5",97466
"1213","Kansas","Female","Under.5",99704
"1214","Kentucky","Female","Under.5",137029
"1215","Louisiana","Female","Under.5",153451
"1216","Maine","Female","Under.5",33381
"1217","Maryland","Female","Under.5",178803
"1218","Massachusetts","Female","Under.5",179300
"1219","Michigan","Female","Under.5",290088
"1220","Minnesota","Female","Under.5",172331
"1221","Mississippi","Female","Under.5",102118
"1222","Missouri","Female","Under.5",188243
"1223","Montana","Female","Under.5",29691
"1224","Nebraska","Female","Under.5",64004
"1225","Nevada","Female","Under.5",91619
"1226","New Hampshire","Female","Under.5",33920
"1227","New Jersey","Female","Under.5",263196
"1228","New Mexico","Female","Under.5",69968
"1229","New York","Female","Under.5",566465
"1230","North Carolina","Female","Under.5",306975
"1231","North Dakota","Female","Under.5",21537
"1232","Ohio","Female","Under.5",349148
"1233","Oklahoma","Female","Under.5",128307
"1234","Oregon","Female","Under.5",114646
"1235","Pennsylvania","Female","Under.5",354372
"1236","Rhode Island","Female","Under.5",27652
"1237","South Carolina","Female","Under.5",147620
"1238","South Dakota","Female","Under.5",28233
"1239","Tennessee","Female","Under.5",198603
"1240","Texas","Female","Under.5",944602
"1241","Utah","Female","Under.5",126509
"1242","Vermont","Female","Under.5",15324
"1243","Virginia","Female","Under.5",248113
"1244","Washington","Female","Under.5",213639
"1245","West Virginia","Female","Under.5",50858
"1246","Wisconsin","Female","Under.5",173346
"1247","Wyoming","Female","Under.5",19196
"1248","Puerto Rico","Female","Under.5",108522
"1249","Alabama","Female","5.to.9",152121
"1250","Alaska","Female","5.to.9",24532
"1251","Arizona","Female","5.to.9",221933
"1252","Arkansas","Female","5.to.9",96871
"1253","California","Female","5.to.9",1225733
"1254","Colorado","Female","5.to.9",170757
"1255","Connecticut","Female","5.to.9",108835
"1256","Delaware","Female","5.to.9",28090
"1257","District of Columbia","Female","5.to.9",13460
"1258","Florida","Female","5.to.9",533244
"1259","Georgia","Female","5.to.9",340280
"1260","Hawaii","Female","5.to.9",38284
"1261","Idaho","Female","5.to.9",58559
"1262","Illinois","Female","5.to.9",422221
"1263","Indiana","Female","5.to.9",217392
"1264","Iowa","Female","5.to.9",99653
"1265","Kansas","Female","5.to.9",98128
"1266","Kentucky","Female","5.to.9",138196
"1267","Louisiana","Female","5.to.9",151166
"1268","Maine","Female","5.to.9",36064
"1269","Maryland","Female","5.to.9",179265
"1270","Massachusetts","Female","5.to.9",190512
"1271","Michigan","Female","5.to.9",309437
"1272","Minnesota","Female","5.to.9",173879
"1273","Mississippi","Female","5.to.9",100095
"1274","Missouri","Female","5.to.9",190488
"1275","Montana","Female","5.to.9",30513
"1276","Nebraska","Female","5.to.9",62245
"1277","Nevada","Female","5.to.9",90638
"1278","New Hampshire","Female","5.to.9",38471
"1279","New Jersey","Female","5.to.9",278042
"1280","New Mexico","Female","5.to.9",70170
"1281","New York","Female","5.to.9",568639
"1282","North Carolina","Female","5.to.9",308005
"1283","North Dakota","Female","5.to.9",20391
"1284","Ohio","Female","5.to.9",365760
"1285","Oklahoma","Female","5.to.9",125846
"1286","Oregon","Female","5.to.9",116519
"1287","Pennsylvania","Female","5.to.9",370572
"1288","Rhode Island","Female","5.to.9",28771
"1289","South Carolina","Female","5.to.9",144947
"1290","South Dakota","Female","5.to.9",26670
"1291","Tennessee","Female","5.to.9",201847
"1292","Texas","Female","5.to.9",941613
"1293","Utah","Female","5.to.9",119085
"1294","Vermont","Female","5.to.9",16675
"1295","Virginia","Female","5.to.9",250484
"1296","Washington","Female","5.to.9",208357
"1297","West Virginia","Female","5.to.9",51125
"1298","Wisconsin","Female","5.to.9",179997
"1299","Wyoming","Female","5.to.9",18402
"1300","Puerto Rico","Female","5.to.9",112422
"1301","Alabama","Female","10.to.14",155460
"1302","Alaska","Female","10.to.14",24637
"1303","Arizona","Female","10.to.14",217907
"1304","Arkansas","Female","10.to.14",95344
"1305","California","Female","10.to.14",1257736
"1306","Colorado","Female","10.to.14",161160
"1307","Connecticut","Female","10.to.14",116037
"1308","Delaware","Female","10.to.14",27444
"1309","District of Columbia","Female","10.to.14",12466
"1310","Florida","Female","10.to.14",548768
"1311","Georgia","Female","10.to.14",336407
"1312","Hawaii","Female","10.to.14",41338
"1313","Idaho","Female","10.to.14",56884
"1314","Illinois","Female","10.to.14",425112
"1315","Indiana","Female","10.to.14",219491
"1316","Iowa","Female","10.to.14",96463
"1317","Kansas","Female","10.to.14",96903
"1318","Kentucky","Female","10.to.14",138278
"1319","Louisiana","Female","10.to.14",148548
"1320","Maine","Female","10.to.14",38696
"1321","Maryland","Female","10.to.14",186069
"1322","Massachusetts","Female","10.to.14",196029
"1323","Michigan","Female","10.to.14",331249
"1324","Minnesota","Female","10.to.14",171766
"1325","Mississippi","Female","10.to.14",102684
"1326","Missouri","Female","10.to.14",193507
"1327","Montana","Female","10.to.14",29444
"1328","Nebraska","Female","10.to.14",61115
"1329","Nevada","Female","10.to.14",87346
"1330","New Hampshire","Female","10.to.14",40265
"1331","New Jersey","Female","10.to.14",283289
"1332","New Mexico","Female","10.to.14",69844
"1333","New York","Female","10.to.14",589999
"1334","North Carolina","Female","10.to.14",311424
"1335","North Dakota","Female","10.to.14",18965
"1336","Ohio","Female","10.to.14",377898
"1337","Oklahoma","Female","10.to.14",123755
"1338","Oregon","Female","10.to.14",117873
"1339","Pennsylvania","Female","10.to.14",383498
"1340","Rhode Island","Female","10.to.14",31882
"1341","South Carolina","Female","10.to.14",146790
"1342","South Dakota","Female","10.to.14",26224
"1343","Tennessee","Female","10.to.14",204548
"1344","Texas","Female","10.to.14",916195
"1345","Utah","Female","10.to.14",112984
"1346","Vermont","Female","10.to.14",18033
"1347","Virginia","Female","10.to.14",251178
"1348","Washington","Female","10.to.14",214055
"1349","West Virginia","Female","10.to.14",54080
"1350","Wisconsin","Female","10.to.14",183587
"1351","Wyoming","Female","10.to.14",17157
"1352","Puerto Rico","Female","10.to.14",134665
"1353","Alabama","Female","15.to.17",95816
"1354","Alaska","Female","15.to.17",15308
"1355","Arizona","Female","15.to.17",131302
"1356","Arkansas","Female","15.to.17",57712
"1357","California","Female","15.to.17",805965
"1358","Colorado","Female","15.to.17",97080
"1359","Connecticut","Female","15.to.17",73813
"1360","Delaware","Female","15.to.17",17514
